,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
0,46,Fr,A.J. Hammons,57.4,11.6,17.3,6.2,8.7,0.9,41.0,0.495,0.0
1,46,So,A.J. Hammons,59.6,10.1,22.8,4.2,13.2,0.9,62.2,0.518,0.0
2,46,Jr,A.J. Hammons,60.1,12.2,19.7,9.1,12.3,1.3,46.7,0.5529999999999999,0.0
3,46,Sr,A.J. Hammons,57.5,11.5,24.8,10.5,10.4,0.7,37.8,0.594,0.545
4,52,Jr,A.J. Price,79.7,2.8,8.1,36.1,0.3,2.3,38.8,0.48,0.369
5,52,Sr,A.J. Price,73.0,2.1,9.2,28.5,0.0,1.2,30.3,0.42200000000000004,0.39799999999999996
6,4,Fr,Aaron Gordon,77.1,10.4,19.3,13.0,3.4,1.8,47.1,0.513,0.35600000000000004
7,23,Fr,Aaron Holiday,78.2,2.0,7.8,21.1,0.8,2.5,30.4,0.38299999999999995,0.419
8,23,So,Aaron Holiday,65.8,1.5,9.5,24.4,0.6,2.2,35.9,0.539,0.41100000000000003
9,23,Jr,Aaron Holiday,92.1,1.6,8.7,29.9,0.7,1.9,41.7,0.486,0.429
10,14,Fr,Aaron Nesmith,72.2,4.2,17.3,10.8,2.1,1.4,27.5,0.474,0.337
11,49,Fr,Aaron White,59.6,10.1,17.8,7.7,3.0,2.2,53.0,0.569,0.27899999999999997
12,49,So,Aaron White,72.4,9.0,13.8,9.8,2.5,2.3,85.7,0.5429999999999999,0.21899999999999997
13,49,Jr,Aaron White,69.3,6.8,19.0,12.2,2.3,2.0,65.7,0.631,0.258
14,49,Sr,Aaron White,78.1,7.7,18.5,10.2,1.7,2.6,72.6,0.5579999999999999,0.35600000000000004
15,58,Fr,Abdel Nader,61.2,4.0,17.4,12.6,4.1,1.7,26.8,0.34600000000000003,0.298
16,58,So,Abdel Nader,41.5,6.3,22.0,13.0,3.1,3.3,21.6,0.371,0.27699999999999997
17,58,Sr,Abdel Nader,76.9,2.9,14.3,8.0,2.2,1.9,31.5,0.5529999999999999,0.371
18,42,Fr,Admiral Schofield,44.0,7.3,14.8,9.7,1.7,1.1,18.8,0.54,0.301
19,42,So,Admiral Schofield,42.8,5.1,20.1,8.4,1.0,0.9,39.5,0.483,0.389
20,42,Jr,Admiral Schofield,69.6,6.7,19.4,11.8,1.8,2.1,22.7,0.483,0.395
21,42,Sr,Admiral Schofield,78.2,4.5,16.3,11.7,1.7,1.6,17.6,0.502,0.42200000000000004
22,15,So,Adreian Payne,44.5,11.0,16.9,3.6,6.9,2.3,51.4,0.5670000000000001,0.5
23,15,Jr,Adreian Payne,64.6,9.9,24.0,6.0,5.5,1.8,41.6,0.5820000000000001,0.381
24,15,Sr,Adreian Payne,56.7,6.8,22.9,10.2,3.8,1.0,39.0,0.536,0.423
25,56,Jr,Ahmad Nivins,81.2,8.7,13.0,3.0,4.2,1.2,77.3,0.647,0.0
26,56,Sr,Ahmad Nivins,96.5,12.5,22.6,6.1,4.6,1.3,77.0,0.614,0.0
27,8,Fr,Al-Farouq Aminu,72.5,9.1,19.9,9.0,4.2,1.8,53.7,0.57,0.179
28,8,So,Al-Farouq Aminu,76.4,14.6,20.5,9.1,4.5,2.6,53.2,0.484,0.273
29,50,Fr,Alec Brown,62.9,9.1,18.1,3.6,9.1,0.9,54.6,0.498,0.33299999999999996
30,50,So,Alec Brown,78.8,11.0,18.5,6.6,9.4,1.6,38.2,0.45899999999999996,0.222
31,50,Jr,Alec Brown,76.6,8.2,15.4,9.3,6.7,1.2,39.0,0.44299999999999995,0.435
32,50,Sr,Alec Brown,73.3,7.7,12.6,7.7,9.7,1.1,34.5,0.5,0.446
33,12,Fr,Alec Burks,73.1,8.5,11.9,13.5,1.5,2.2,59.9,0.5760000000000001,0.35200000000000004
34,12,So,Alec Burks,78.2,9.1,14.7,19.8,1.0,2.0,57.8,0.511,0.295
35,54,Fr,Alec Peters,76.0,4.4,14.3,10.8,0.6,1.6,27.7,0.583,0.35700000000000004
36,54,So,Alec Peters,79.0,7.6,18.0,9.1,1.1,1.4,27.9,0.495,0.467
37,54,Jr,Alec Peters,82.0,8.7,19.5,8.3,1.0,1.3,38.0,0.552,0.43799999999999994
38,54,Sr,Alec Peters,76.3,8.0,23.2,15.0,1.0,1.2,42.8,0.514,0.369
39,5,So,Alex Len,65.8,13.2,19.3,7.8,8.0,0.5,47.2,0.544,0.125
40,57,Fr,Alex Oriakhi,61.3,10.8,17.5,2.6,6.0,0.9,58.4,0.46299999999999997,0.0
41,57,So,Alex Oriakhi,71.4,14.5,18.0,2.5,5.6,0.8,45.7,0.507,0.0
42,57,Jr,Alex Oriakhi,53.1,9.6,15.0,2.8,6.4,0.3,38.3,0.495,0.0
43,57,Sr,Alex Oriakhi,64.1,14.1,21.5,2.6,6.4,1.3,65.7,0.639,0.0
44,50,Jr,Alize Johnson,74.8,12.8,29.7,14.0,0.7,1.2,46.2,0.529,0.392
45,50,Sr,Alize Johnson,78.5,11.5,30.6,19.2,1.5,0.8,37.0,0.514,0.28
46,31,Fr,Allen Crabbe,78.0,2.4,15.9,12.2,1.5,1.6,29.5,0.49,0.4
47,31,So,Allen Crabbe,85.1,3.5,16.5,12.2,1.8,0.9,21.4,0.46399999999999997,0.39899999999999997
48,31,Jr,Allen Crabbe,90.2,3.3,14.8,16.2,1.9,1.9,29.7,0.532,0.348
49,9,Fr,Andre Drummond,70.3,14.2,15.5,3.4,9.9,1.8,30.1,0.541,0.0
50,26,Fr,Andre Roberson,54.8,15.3,25.1,7.1,5.0,3.4,44.9,0.624,0.353
51,26,So,Andre Roberson,75.9,12.4,29.2,9.2,6.8,2.7,56.8,0.542,0.391
52,26,Jr,Andre Roberson,77.3,10.6,27.1,9.4,4.4,3.9,35.6,0.521,0.32799999999999996
53,46,Fr,Andrew Goudelock,71.4,2.5,7.2,14.9,0.6,2.0,8.7,0.508,0.42200000000000004
54,46,So,Andrew Goudelock,77.5,1.8,6.9,11.9,0.9,1.3,15.6,0.475,0.44
55,46,Jr,Andrew Goudelock,88.6,2.4,10.8,22.1,1.0,1.8,13.4,0.498,0.39299999999999996
56,46,Sr,Andrew Goudelock,88.0,2.3,9.9,26.4,0.5,1.5,19.2,0.496,0.40700000000000003
57,44,Fr,Andrew Harrison,78.5,3.0,8.1,23.9,0.7,1.0,63.0,0.373,0.35100000000000003
58,44,So,Andrew Harrison,63.1,1.7,8.1,26.0,0.9,2.5,59.6,0.376,0.38299999999999995
59,19,Fr,Andrew Nicholson,62.0,9.8,16.1,2.2,10.7,1.3,43.4,0.602,0.0
60,19,So,Andrew Nicholson,73.2,9.1,17.9,3.7,6.6,0.4,37.1,0.561,0.0
61,19,Jr,Andrew Nicholson,81.3,6.4,19.0,8.7,4.5,1.0,55.9,0.589,0.261
62,19,Sr,Andrew Nicholson,74.3,11.2,22.8,9.4,7.3,1.3,42.9,0.593,0.434
63,1,Fr,Andrew Wiggins,81.4,8.4,12.3,9.2,3.1,2.1,53.8,0.493,0.341
64,38,Jr,Andy Rautins,67.3,1.4,10.4,17.1,0.6,2.6,13.4,0.442,0.36700000000000005
65,38,Sr,Andy Rautins,81.2,2.0,8.8,23.9,0.8,3.4,27.3,0.5710000000000001,0.40700000000000003
66,1,Fr,Anthony Bennett,67.8,9.9,21.3,8.2,4.3,1.5,46.0,0.5760000000000001,0.38299999999999995
67,34,Fr,Anthony Brown,57.7,5.1,11.3,7.0,1.1,1.4,25.5,0.495,0.353
68,34,So,Anthony Brown,58.9,4.2,15.5,8.5,0.5,1.5,26.9,0.43200000000000005,0.35
69,34,Jr,Anthony Brown,83.5,3.3,13.9,12.4,0.4,1.5,45.2,0.489,0.45299999999999996
70,34,Sr,Anthony Brown,87.7,3.8,18.8,15.2,0.6,1.3,35.8,0.424,0.441
71,1,Fr,Anthony Davis,80.1,11.6,23.9,7.5,13.7,2.5,60.2,0.653,0.15
72,1,Fr,Anthony Edwards,81.3,2.4,14.5,17.9,1.6,2.3,33.8,0.502,0.29100000000000004
73,14,Fr,Anthony Randolph,81.7,9.8,18.3,8.4,6.7,2.0,42.6,0.47600000000000003,0.105
74,29,Fr,Archie Goodwin,78.8,5.6,10.4,16.8,1.4,2.1,59.4,0.478,0.266
75,34,Fr,Armon Johnson,79.1,3.0,11.1,19.5,0.6,1.4,38.0,0.536,0.33799999999999997
76,34,So,Armon Johnson,79.0,2.9,9.9,31.7,0.6,1.6,32.6,0.456,0.264
77,34,Jr,Armon Johnson,86.4,2.7,7.7,29.8,0.9,1.4,26.7,0.536,0.243
78,27,Fr,Arnett Moultrie,66.4,12.7,20.8,4.9,3.8,1.8,39.0,0.541,0.282
79,27,So,Arnett Moultrie,71.5,8.1,17.4,8.1,3.2,2.7,30.1,0.517,0.225
80,27,Jr,Arnett Moultrie,79.5,12.2,21.7,7.0,2.1,1.4,48.5,0.555,0.444
81,54,Fr,Arsalan Kazemi,66.9,12.8,24.6,9.6,3.7,3.5,78.1,0.521,0.0
82,54,So,Arsalan Kazemi,74.6,14.7,31.5,10.3,3.7,2.4,96.2,0.527,0.0
83,54,Jr,Arsalan Kazemi,69.3,9.2,29.3,14.1,3.4,3.9,76.9,0.58,0.0
84,54,Sr,Arsalan Kazemi,67.5,11.5,29.0,9.2,2.4,4.1,79.5,0.598,0.0
85,15,Fr,Austin Daye,45.6,4.7,23.3,11.0,10.0,2.0,41.4,0.49700000000000005,0.413
86,15,So,Austin Daye,65.4,4.7,22.1,8.1,8.1,1.6,32.4,0.49,0.45
87,10,Fr,Austin Rivers,82.4,2.2,9.2,13.0,0.1,1.7,45.8,0.47700000000000004,0.365
88,19,Fr,Avery Bradley,72.9,3.5,6.6,12.4,1.6,2.4,17.9,0.457,0.375
89,51,Fr,Ben Bentil,53.3,12.7,14.2,5.7,2.0,0.8,47.7,0.465,0.3
90,51,So,Ben Bentil,84.7,8.4,16.7,8.0,3.1,1.4,46.5,0.517,0.32899999999999996
91,7,Fr,Ben McLemore,79.1,5.0,12.3,12.6,2.2,1.8,34.5,0.5529999999999999,0.42
92,1,Fr,Ben Simmons,86.5,9.6,26.8,27.4,2.5,3.1,76.9,0.561,0.33299999999999996
93,33,Jr,Bernard James,52.7,11.8,18.4,2.5,13.5,2.3,65.7,0.657,0.0
94,33,Sr,Bernard James,68.9,13.6,19.7,3.6,9.5,1.6,44.8,0.606,0.0
95,1,Fr,Blake Griffin,66.2,13.9,24.0,16.7,3.4,2.2,60.8,0.5710000000000001,0.0
96,1,So,Blake Griffin,80.6,14.2,32.2,16.3,3.6,1.9,70.6,0.659,0.375
97,22,Fr,Bobby Portis,66.5,10.2,16.8,11.0,5.9,2.1,37.3,0.537,0.273
98,22,So,Bobby Portis,74.2,13.6,20.2,8.8,4.8,2.1,33.5,0.541,0.467
99,3,Fr,Bradley Beal,84.7,4.8,18.1,12.7,2.6,2.5,44.0,0.541,0.33899999999999997
100,56,Fr,Branden Dawson,43.1,13.3,12.5,9.5,4.8,2.8,36.5,0.586,0.0
101,56,So,Branden Dawson,67.6,10.0,15.3,10.7,3.7,3.7,30.7,0.546,0.0
102,56,Jr,Branden Dawson,51.6,13.0,21.3,11.7,3.7,2.7,28.8,0.615,0.0
103,56,Sr,Branden Dawson,65.7,11.9,23.5,12.2,6.3,2.5,30.6,0.535,0.0
104,21,Fr,Brandon Clarke,59.3,9.8,16.7,13.6,5.9,1.8,56.4,0.64,0.16699999999999998
105,21,So,Brandon Clarke,82.1,10.1,22.2,17.2,8.2,2.0,36.9,0.585,0.33299999999999996
106,21,Jr,Brandon Clarke,70.2,13.9,19.7,12.1,10.8,2.3,42.0,0.705,0.267
107,2,Fr,Brandon Ingram,85.9,6.1,15.4,11.3,3.6,1.9,35.1,0.46399999999999997,0.41
108,8,Fr,Brandon Knight,89.4,2.2,10.2,23.4,0.6,1.1,33.3,0.461,0.377
109,13,Jr,Brandon Rush,71.0,6.4,13.1,12.4,3.2,1.6,20.8,0.445,0.418
110,25,So,Brice Johnson,48.2,12.6,21.7,9.7,6.9,2.2,30.9,0.5660000000000001,0.0
111,25,Jr,Brice Johnson,61.7,11.0,22.6,7.4,4.8,1.6,31.4,0.5660000000000001,0.0
112,25,Sr,Brice Johnson,70.1,11.7,28.5,9.7,5.5,2.2,42.3,0.614,0.0
113,10,So,Brook Lopez,56.8,11.1,19.3,11.3,6.8,1.2,49.4,0.475,0.0
114,42,Fr,Bruce Brown,79.5,5.6,15.3,20.7,1.9,2.9,41.4,0.513,0.34700000000000003
115,42,So,Bruce Brown Jr.,49.6,4.6,20.0,21.3,2.5,2.3,37.2,0.484,0.267
116,34,Fr,Bruno Fernando,53.9,8.9,24.7,6.9,6.0,1.0,46.6,0.5820000000000001,0.33299999999999996
117,34,So,Bruno Fernando,74.9,12.0,27.5,14.5,7.0,1.3,50.9,0.618,0.3
118,6,Fr,Buddy Hield,52.6,8.2,10.5,14.6,1.1,2.9,17.2,0.48100000000000004,0.237
119,6,So,Buddy Hield,79.3,6.0,9.1,11.8,0.5,2.4,19.1,0.512,0.386
120,6,Jr,Buddy Hield,80.5,5.6,12.1,13.2,0.7,2.5,26.1,0.469,0.359
121,6,Sr,Buddy Hield,87.6,4.0,13.0,12.7,1.4,1.8,33.3,0.552,0.457
122,24,Fr,Byron Mullens,50.3,11.6,17.1,3.3,6.8,1.5,49.5,0.642,0.0
123,10,Fr,C.J. McCollum,79.1,5.1,12.3,17.1,0.7,2.3,42.8,0.483,0.42100000000000004
124,10,So,C.J. McCollum,85.2,6.1,18.8,16.0,2.0,4.1,43.4,0.435,0.315
125,10,Jr,C.J. McCollum,83.6,5.0,17.4,25.4,1.8,4.6,42.7,0.489,0.349
126,28,So,C.J. Wilcox,64.7,3.0,9.7,8.2,2.2,1.8,26.7,0.473,0.40299999999999997
127,28,Jr,C.J. Wilcox,86.4,3.9,10.6,12.4,3.0,1.9,23.8,0.45799999999999996,0.366
128,28,Sr,C.J. Wilcox,86.5,2.3,10.6,15.4,2.8,1.7,27.1,0.522,0.391
129,46,Fr,CJ Elleby,77.2,6.0,20.1,20.2,2.0,1.9,31.9,0.447,0.414
130,46,So,CJ Elleby,82.9,3.8,23.1,13.4,2.5,2.9,29.5,0.439,0.33899999999999997
131,55,So,Cady Lalanne,53.3,15.2,21.2,2.3,6.2,1.0,48.4,0.5770000000000001,0.111
132,55,Jr,Cady Lalanne,72.2,12.1,17.4,1.2,6.9,1.0,46.6,0.563,0.25
133,55,Sr,Cady Lalanne,72.0,13.5,23.4,2.4,6.5,1.2,57.2,0.5820000000000001,0.16699999999999998
134,26,Fr,Caleb Swanigan,61.8,7.5,27.2,13.2,0.9,0.8,33.3,0.519,0.292
135,26,So,Caleb Swanigan,80.5,10.7,32.7,18.7,2.5,0.8,49.9,0.5479999999999999,0.447
136,10,Fr,Cam Reddish,70.1,2.0,10.6,10.7,1.9,2.9,26.4,0.39399999999999996,0.33299999999999996
137,49,Jr,Cameron Bairstow,59.9,11.1,17.8,8.8,3.0,1.8,70.9,0.456,0.0
138,49,Sr,Cameron Bairstow,81.1,8.5,16.6,11.8,4.9,1.0,70.0,0.5579999999999999,0.33299999999999996
139,11,So,Cameron Johnson,82.0,2.5,12.8,14.4,1.0,1.7,26.1,0.51,0.41700000000000004
140,11,Jr,Cameron Johnson,51.3,6.3,10.7,13.2,0.7,1.3,22.3,0.52,0.341
141,11,Sr,Cameron Johnson,74.6,6.5,13.4,13.8,1.1,2.1,26.3,0.5529999999999999,0.457
142,14,Fr,Cameron Payne,81.9,0.9,10.8,34.1,1.7,2.8,32.9,0.45299999999999996,0.345
143,14,So,Cameron Payne,81.4,2.3,10.7,39.8,1.6,3.2,31.3,0.507,0.373
144,20,So,Caris LeVert,84.4,2.0,14.0,17.2,0.8,2.2,32.3,0.46,0.408
145,20,Jr,Caris LeVert,48.2,1.0,15.9,22.9,1.2,3.4,28.7,0.426,0.384
146,33,Jr,Carrick Felix,77.0,4.8,10.7,9.5,2.7,2.1,35.1,0.529,0.314
147,33,Sr,Carrick Felix,86.7,7.1,18.5,9.6,3.2,2.4,32.3,0.573,0.374
148,33,Fr,Carsen Edwards,57.5,2.2,10.4,14.2,0.4,2.6,23.0,0.414,0.34
149,33,So,Carsen Edwards,73.7,1.5,12.9,19.5,0.8,2.3,31.8,0.506,0.406
150,33,Jr,Carsen Edwards,87.3,1.3,10.7,18.3,1.0,2.3,31.4,0.44,0.355
151,54,Fr,Cassius Stanley,63.1,7.6,11.7,6.6,2.4,1.4,38.9,0.527,0.36
152,53,Fr,Cassius Winston,51.5,1.0,8.6,46.7,0.7,2.1,38.5,0.45,0.38
153,53,So,Cassius Winston,70.1,0.9,11.3,43.5,0.2,1.4,31.9,0.519,0.49700000000000005
154,53,Jr,Cassius Winston,83.3,1.3,7.9,44.8,0.3,1.8,36.7,0.502,0.39799999999999996
155,53,Sr,Cassius Winston,78.9,0.7,7.1,36.3,0.1,2.1,32.7,0.45899999999999996,0.43200000000000005
156,22,So,Chandler Hutchison,47.2,9.8,14.4,12.4,1.8,1.8,48.6,0.485,0.2
157,22,Jr,Chandler Hutchison,79.8,4.5,23.3,19.0,0.6,2.1,41.7,0.51,0.358
158,22,Sr,Chandler Hutchison,74.3,3.2,25.6,23.6,1.0,2.8,51.4,0.525,0.35
159,38,Fr,Chandler Parsons,51.4,7.6,15.0,12.0,1.1,1.4,38.1,0.618,0.324
160,38,So,Chandler Parsons,65.1,9.0,16.5,12.0,1.6,2.4,25.2,0.5870000000000001,0.301
161,38,Jr,Chandler Parsons,76.7,8.2,16.9,16.3,0.5,2.2,52.8,0.5720000000000001,0.358
162,38,Sr,Chandler Parsons,81.1,7.3,19.3,21.6,1.3,1.7,30.0,0.544,0.368
163,44,Fr,Charles Jenkins,82.3,5.4,9.7,13.7,1.6,2.9,36.2,0.502,0.32799999999999996
164,44,So,Charles Jenkins,86.2,2.7,11.9,32.6,1.4,2.4,45.5,0.419,0.319
165,44,Jr,Charles Jenkins,91.5,3.2,10.1,24.9,1.5,2.8,39.4,0.45299999999999996,0.405
166,44,Sr,Charles Jenkins,92.4,1.6,8.6,31.3,1.8,2.7,46.3,0.555,0.414
167,44,So,Chase Budinger,87.5,3.8,14.7,18.4,0.5,2.0,31.5,0.498,0.37799999999999995
168,44,Jr,Chase Budinger,93.7,4.9,14.8,19.0,1.4,2.3,34.2,0.528,0.39899999999999997
169,49,Fr,Chimezie Metu,45.5,9.5,11.1,5.0,8.2,1.7,46.8,0.524,0.0
170,49,So,Chimezie Metu,78.1,7.5,20.3,8.9,4.9,1.4,47.5,0.552,0.5
171,49,Jr,Chimezie Metu,72.1,7.3,21.2,10.0,6.3,1.5,38.8,0.5479999999999999,0.3
172,37,Fr,Chinanu Onuaku,43.0,12.3,16.3,5.7,7.3,2.5,41.1,0.616,0.0
173,37,So,Chinanu Onuaku,61.5,13.7,25.8,12.9,9.6,1.9,25.3,0.623,0.0
174,59,Jr,Chinemelu Elonu,59.1,13.8,21.5,2.9,6.7,0.8,59.5,0.6629999999999999,0.0
175,40,Jr,Chris Douglas-Roberts,71.2,5.0,10.5,12.8,1.6,2.4,47.2,0.578,0.413
176,18,Fr,Chris Singleton,66.7,8.5,12.1,8.2,5.6,3.4,40.9,0.469,0.33299999999999996
177,18,So,Chris Singleton,78.2,7.9,16.9,14.1,5.4,4.2,40.5,0.494,0.297
178,18,Jr,Chris Singleton,59.6,8.2,17.0,8.9,5.9,3.9,44.1,0.466,0.368
179,16,Fr,Chuma Okeke,54.0,10.1,19.4,9.6,3.9,1.7,27.4,0.509,0.391
180,16,So,Chuma Okeke,69.0,11.0,16.6,12.6,5.5,3.7,26.8,0.574,0.38799999999999996
181,34,Jr,Cleanthony Early,62.8,10.5,14.6,5.5,4.4,1.8,40.3,0.535,0.318
182,34,Sr,Cleanthony Early,68.5,5.6,19.0,6.1,3.4,1.7,46.0,0.579,0.376
183,7,Fr,Coby White,69.2,1.3,11.4,24.4,1.3,2.0,29.3,0.502,0.35200000000000004
184,36,So,Cody Martin,63.9,7.1,11.2,15.8,1.7,2.8,40.1,0.469,0.429
185,36,Jr,Cody Martin,85.6,5.9,13.6,24.0,4.5,2.7,39.2,0.552,0.294
186,36,Sr,Cody Martin,86.1,3.0,11.1,25.6,2.3,2.2,32.6,0.5760000000000001,0.358
187,4,Fr,Cody Zeller,71.2,11.3,16.8,9.5,4.3,2.9,67.3,0.623,0.0
188,4,So,Cody Zeller,73.3,12.4,18.7,9.4,4.4,2.1,73.2,0.565,0.0
189,11,So,Cole Aldrich,73.8,12.5,28.4,7.2,9.6,1.2,46.2,0.598,0.0
190,11,Jr,Cole Aldrich,66.4,13.6,25.4,5.8,13.0,1.6,60.0,0.562,0.0
191,15,Fr,Cole Anthony,57.2,1.4,16.4,23.9,0.9,2.1,37.1,0.402,0.348
192,8,Fr,Collin Sexton,68.6,4.0,9.7,27.8,0.3,1.6,57.5,0.495,0.336
193,53,Fr,Colton Iverson,43.0,10.2,13.8,7.8,9.0,1.5,51.8,0.596,0.0
194,53,So,Colton Iverson,41.9,10.2,19.6,6.7,6.3,1.2,53.9,0.48200000000000004,0.0
195,53,Jr,Colton Iverson,45.9,12.8,17.7,11.5,4.3,1.5,68.5,0.446,0.0
196,53,Sr,Colton Iverson,74.7,13.2,26.4,10.0,2.8,0.9,73.9,0.589,0.0
197,60,Jr,Cory Jefferson,69.8,10.7,20.2,2.1,6.7,1.0,47.9,0.62,0.375
198,60,Sr,Cory Jefferson,72.3,11.3,20.9,7.7,4.6,0.8,56.6,0.508,0.37799999999999995
199,29,Fr,Cory Joseph,80.4,2.2,9.5,17.3,0.9,1.9,22.7,0.429,0.413
200,22,Sr,Courtney Lee,74.3,5.4,14.0,15.5,3.0,3.3,34.3,0.493,0.39899999999999997
201,21,Fr,Craig Brackins,68.8,5.6,14.5,11.4,3.5,0.6,31.0,0.47700000000000004,0.27
202,21,So,Craig Brackins,79.0,6.4,27.8,12.8,3.2,1.0,38.8,0.511,0.28800000000000003
203,21,Jr,Craig Brackins,86.5,6.6,19.4,13.1,3.3,1.3,33.7,0.446,0.31
204,2,Fr,D'Angelo Russell,84.3,3.6,15.4,30.1,1.1,2.8,30.3,0.479,0.41100000000000003
205,9,So,D.J. Augustin,94.0,1.5,6.9,30.6,0.0,1.9,40.7,0.47200000000000003,0.381
206,29,Sr,D.J. White,82.8,11.3,24.0,5.2,5.4,1.4,57.7,0.607,0.33299999999999996
207,17,So,D.J. Wilson,75.2,6.7,16.3,8.5,5.2,1.0,19.7,0.631,0.373
208,42,So,Da'Sean Butler,75.4,8.5,14.7,11.7,0.5,1.4,30.5,0.531,0.37
209,42,Jr,Da'Sean Butler,82.6,7.1,13.5,11.5,1.0,2.4,30.4,0.473,0.35
210,42,Sr,Da'Sean Butler,87.9,5.0,15.4,19.2,1.3,1.7,42.3,0.452,0.354
211,35,So,DaJuan Summers,65.7,5.0,17.4,11.4,2.5,2.4,34.5,0.522,0.342
212,35,Jr,DaJuan Summers,72.4,5.3,11.5,9.7,2.5,2.4,47.1,0.552,0.385
213,48,So,Dakari Johnson,40.3,13.4,19.1,8.9,6.1,1.4,92.3,0.506,0.0
214,30,Fr,Damian Jones,64.2,8.7,15.9,2.3,5.7,0.7,52.8,0.5429999999999999,0.0
215,30,So,Damian Jones,72.2,9.7,16.5,5.9,7.3,1.2,67.2,0.5579999999999999,0.2
216,30,Jr,Damian Jones,65.1,9.9,17.3,10.2,5.9,0.5,53.8,0.595,0.0
217,6,Fr,Damian Lillard,73.3,1.4,14.3,21.8,0.8,2.0,28.5,0.489,0.381
218,6,So,Damian Lillard,84.9,1.3,12.6,23.6,0.4,2.1,43.2,0.46799999999999997,0.38799999999999996
219,6,Jr,Damian Lillard,87.2,1.9,14.1,28.0,0.7,2.5,51.4,0.504,0.396
220,24,So,Damion James,78.2,11.4,24.8,8.7,4.7,1.4,31.3,0.474,0.40700000000000003
221,24,Jr,Damion James,73.3,11.1,23.3,10.0,3.0,2.0,35.7,0.503,0.326
222,24,Sr,Damion James,74.8,11.0,23.9,6.1,3.6,3.0,54.9,0.535,0.38299999999999995
223,44,Fr,Damyean Dotson,68.5,3.7,11.1,6.8,0.5,1.9,17.5,0.509,0.32899999999999996
224,44,So,Damyean Dotson,56.8,3.7,12.4,9.7,0.7,1.2,24.9,0.495,0.313
225,44,Jr,Damyean Dotson,75.9,7.1,17.2,7.7,0.7,1.3,20.4,0.6579999999999999,0.36700000000000005
226,44,Sr,Damyean Dotson,85.4,5.0,18.2,6.9,0.6,1.6,12.3,0.505,0.44299999999999995
227,38,Fr,Daniel Gafford,55.8,11.2,20.0,6.0,11.5,1.4,59.4,0.605,0.0
228,38,So,Daniel Gafford,67.0,11.2,22.7,6.0,8.4,1.8,59.8,0.659,0.0
229,56,Fr,Daniel Hamilton,78.3,4.3,24.1,26.3,1.3,1.9,23.0,0.401,0.34299999999999997
230,56,So,Daniel Hamilton,79.0,3.5,26.8,29.0,1.5,2.0,24.3,0.41600000000000004,0.331
231,33,Fr,Daniel Oturu,57.6,11.8,21.6,5.3,5.7,1.1,41.7,0.551,0.5
232,33,So,Daniel Oturu,84.2,12.0,23.3,7.6,7.1,1.0,42.8,0.59,0.365
233,46,Jr,Danny Green,54.9,8.6,14.9,14.6,5.1,2.9,23.0,0.544,0.373
234,46,Sr,Danny Green,68.6,6.8,10.3,16.3,4.4,3.4,15.5,0.508,0.414
235,33,Jr,Dante Cunningham,75.0,10.5,14.5,7.3,3.9,2.5,44.4,0.544,0.0
236,33,Sr,Dante Cunningham,78.6,9.5,17.0,8.8,4.8,2.2,38.3,0.527,0.0
237,37,Jr,Darington Hobson,83.3,7.0,24.6,29.3,1.6,2.2,45.3,0.465,0.361
238,55,So,Darius Johnson-Odom,73.1,2.0,9.3,17.0,0.6,1.8,28.7,0.439,0.474
239,55,Jr,Darius Johnson-Odom,74.7,1.9,9.6,16.6,0.7,1.6,37.7,0.484,0.364
240,55,Sr,Darius Johnson-Odom,80.0,2.3,9.2,17.7,0.4,1.6,35.1,0.493,0.385
241,46,Fr,Darius Miller,53.1,5.2,10.8,16.8,3.0,2.0,31.9,0.457,0.327
242,46,So,Darius Miller,52.4,4.7,7.8,12.3,2.7,1.6,18.1,0.494,0.336
243,46,Jr,Darius Miller,77.2,5.1,11.2,10.6,3.6,1.6,21.8,0.503,0.44299999999999995
244,46,Sr,Darius Miller,65.2,4.3,7.3,14.3,1.2,1.9,22.8,0.569,0.376
245,41,Fr,Darius Morris,60.1,2.2,7.4,21.3,0.8,1.7,37.2,0.48200000000000004,0.184
246,41,So,Darius Morris,86.4,3.3,10.9,43.9,0.1,1.9,37.4,0.531,0.24600000000000002
247,52,Sr,Darnell Jackson,60.4,10.2,20.8,8.2,2.1,1.8,55.3,0.635,0.33299999999999996
248,27,So,Darrell Arthur,61.4,12.1,17.0,6.7,6.2,1.1,27.5,0.556,0.16699999999999998
249,21,Jr,Darren Collison,75.0,1.9,7.3,21.0,0.3,3.3,34.9,0.462,0.525
250,21,Sr,Darren Collison,78.5,1.9,7.9,28.4,0.5,3.1,36.6,0.5579999999999999,0.39399999999999996
251,38,Fr,Darrun Hilliard,40.3,2.7,12.1,10.8,1.6,1.5,23.8,0.48100000000000004,0.292
252,38,So,Darrun Hilliard,73.8,1.4,9.4,13.8,1.2,3.2,53.7,0.46299999999999997,0.317
253,38,Jr,Darrun Hilliard,71.6,3.6,10.6,19.3,1.9,2.6,44.0,0.565,0.414
254,38,Sr,Darrun Hilliard,69.4,2.0,10.7,15.9,1.3,3.8,26.7,0.5,0.387
255,32,Fr,Davon Reed,50.8,2.2,7.6,13.1,0.7,1.6,25.6,0.326,0.35700000000000004
