,pick,class,player,minutes_per,off_reb_per,def_reb_per,assist_per,block_per,steal_per,free_throw_per,two_point_per,three_point_per
1183,36,So,Terrico White,77.7,5.3,9.9,9.1,0.6,1.6,26.6,0.48700000000000004,0.34299999999999997
1184,16,Fr,Terry Rozier,47.2,4.4,13.7,16.6,0.3,3.2,22.4,0.42200000000000004,0.371
1185,16,So,Terry Rozier,86.9,3.8,13.9,19.7,0.5,3.5,33.8,0.456,0.306
1186,42,Fr,Thomas Bryant,56.3,11.2,19.0,8.1,4.1,1.2,59.1,0.7070000000000001,0.33299999999999996
1187,42,So,Thomas Bryant,68.6,9.7,17.2,9.8,5.7,1.6,51.9,0.556,0.38299999999999995
1188,5,Jr,Thomas Robinson,79.2,11.1,30.7,13.1,2.9,2.0,46.2,0.505,0.5
1189,58,So,Thomas Welsh,64.2,13.0,20.2,3.9,4.0,0.5,16.9,0.59,0.0
1190,58,Jr,Thomas Welsh,55.7,10.7,25.5,6.1,5.1,0.7,18.2,0.584,1.0
1191,58,Sr,Thomas Welsh,81.2,9.1,25.8,7.8,2.8,1.1,17.4,0.527,0.402
1192,24,Fr,Tim Hardaway Jr,76.7,3.0,11.7,12.6,0.6,2.1,31.6,0.479,0.374
1193,24,So,Tim Hardaway Jr.,84.7,3.1,11.5,13.9,1.0,0.9,38.1,0.541,0.282
1194,24,Jr,Tim Hardaway Jr.,84.2,0.8,14.5,12.9,1.4,1.2,23.3,0.48100000000000004,0.358
1195,47,Fr,Tiny Gallon,57.0,13.2,25.5,7.6,3.3,1.7,39.9,0.573,0.235
1196,19,Fr,Tobias Harris,72.5,7.5,20.6,10.4,3.4,1.4,42.3,0.49700000000000005,0.303
1197,29,Jr,Toney Douglas,86.7,2.6,8.1,17.7,1.0,4.4,31.6,0.483,0.35600000000000004
1198,29,Sr,Toney Douglas,90.7,2.7,9.1,20.2,1.3,2.9,43.3,0.489,0.385
1199,51,Fr,Tony Carr,80.6,2.2,14.0,26.5,0.9,1.1,42.0,0.39899999999999997,0.32
1200,51,So,Tony Carr,83.3,3.0,13.4,29.3,0.9,1.4,30.7,0.395,0.433
1201,37,Fr,Tony Mitchell,55.1,9.7,29.7,12.0,10.8,1.8,52.7,0.593,0.439
1202,37,So,Tony Mitchell,80.9,8.5,20.4,5.2,8.4,1.8,46.9,0.505,0.289
1203,20,Fr,Tony Snell,42.0,3.4,9.5,9.4,1.2,0.5,26.6,0.409,0.345
1204,20,So,Tony Snell,63.9,1.6,9.9,18.7,1.7,1.2,24.2,0.5710000000000001,0.39299999999999996
1205,20,Jr,Tony Snell,77.5,1.6,8.1,22.4,1.9,1.6,29.9,0.452,0.39
1206,25,Fr,Tony Wroten,75.3,8.0,9.8,24.5,1.2,3.5,59.1,0.483,0.161
1207,5,Fr,Trae Young,87.5,1.3,9.9,48.3,0.7,2.5,44.4,0.493,0.361
1208,47,So,Travis Leslie,73.3,13.0,14.5,20.1,3.4,2.6,44.7,0.485,0.545
1209,47,Jr,Travis Leslie,78.7,12.2,13.6,20.6,2.0,2.3,37.8,0.517,0.302
1210,41,Fr,Tre Jones,80.7,2.8,8.4,23.9,0.5,3.0,19.4,0.486,0.262
1211,41,So,Tre Jones,81.6,2.1,10.8,31.4,0.9,2.8,36.6,0.447,0.361
1212,51,Fr,Tremont Waters,82.2,1.1,10.8,33.7,0.3,3.6,36.2,0.485,0.35100000000000003
1213,51,So,Tremont Waters,74.6,1.1,8.6,34.0,0.4,5.0,31.9,0.504,0.327
1214,23,So,Trevor Booker,65.6,10.7,20.3,9.4,6.9,1.3,43.9,0.5660000000000001,0.33299999999999996
1215,23,Jr,Trevor Booker,76.4,12.1,23.1,10.6,6.3,2.7,44.4,0.583,0.409
1216,23,Sr,Trevor Booker,76.9,10.1,20.4,17.4,4.6,2.5,47.4,0.547,0.265
1217,9,Fr,Trey Burke,90.6,2.3,9.8,29.1,1.3,1.6,30.6,0.49200000000000005,0.35600000000000004
1218,9,So,Trey Burke,87.6,1.8,8.9,37.4,1.6,2.8,30.2,0.503,0.38299999999999995
1219,12,Fr,Trey Lyles,52.6,9.9,16.1,9.2,2.1,1.4,42.5,0.536,0.138
1220,37,Fr,Trey Thompkins,56.4,8.7,22.0,7.5,4.2,2.1,23.6,0.45299999999999996,0.384
1221,4,Fr,Tristan Thompson,76.8,13.9,13.6,8.0,7.2,1.8,82.9,0.546,0.0
1222,15,Fr,Troy Brown,74.7,5.9,18.1,18.7,0.8,2.9,32.6,0.524,0.29100000000000004
1223,24,So,Ty Jerome,76.6,1.4,11.3,25.6,0.1,3.5,13.3,0.46,0.379
1224,24,Jr,Ty Jerome,81.8,1.8,13.0,32.6,0.1,3.0,22.2,0.469,0.39899999999999997
1225,18,So,Ty Lawson,50.9,2.1,9.2,33.3,0.1,3.4,42.3,0.5820000000000001,0.361
1226,18,Jr,Ty Lawson,69.3,2.3,7.6,35.7,0.4,3.8,61.6,0.555,0.462
1227,36,Fr,Tyler Bey,48.6,9.0,19.9,5.0,3.9,1.8,50.0,0.525,0.0
1228,36,So,Tyler Bey,65.4,10.0,32.8,5.5,5.2,1.8,43.2,0.563,0.22699999999999998
1229,36,Jr,Tyler Bey,69.7,8.3,27.7,11.5,4.0,3.1,69.3,0.545,0.419
1230,41,Fr,Tyler Dorsey,70.9,5.1,11.0,11.6,0.7,1.5,41.7,0.469,0.39899999999999997
1231,41,So,Tyler Dorsey,75.4,3.3,9.6,10.9,0.4,1.5,34.5,0.51,0.424
1232,18,Fr,Tyler Ennis,88.7,2.6,9.0,32.5,0.7,3.9,41.4,0.429,0.353
1233,13,Jr,Tyler Hansbrough,81.4,13.0,19.8,4.8,1.1,2.4,70.5,0.547,0.0
1234,13,Sr,Tyler Hansbrough,69.3,10.7,16.6,5.9,1.1,2.2,68.2,0.521,0.391
1235,51,So,Tyler Harvey,94.2,2.2,10.3,15.0,0.7,1.8,39.2,0.452,0.43200000000000005
1236,51,Jr,Tyler Harvey,84.1,2.1,9.2,13.2,0.3,1.7,36.9,0.517,0.409
1237,13,Fr,Tyler Herro,81.0,1.6,14.0,15.2,1.1,2.0,23.1,0.5379999999999999,0.355
1238,35,Fr,Tyler Honeycutt,55.3,9.5,19.9,19.2,4.8,3.3,46.8,0.536,0.345
1239,35,So,Tyler Honeycutt,83.9,5.3,17.8,16.8,5.6,1.5,29.9,0.43799999999999994,0.36200000000000004
1240,24,Fr,Tyler Lydon,75.1,6.6,16.4,7.6,7.1,2.3,35.1,0.542,0.405
1241,24,So,Tyler Lydon,89.6,7.7,19.2,10.8,4.7,1.7,36.3,0.523,0.392
1242,34,Fr,Tyler Ulis,56.0,2.3,6.3,27.2,0.2,2.6,31.5,0.386,0.429
1243,34,So,Tyler Ulis,88.5,1.7,7.1,34.3,0.3,2.3,44.1,0.486,0.344
1244,17,Jr,Tyler Zeller,70.1,10.8,15.2,4.4,4.2,1.4,54.9,0.547,0.0
1245,17,Sr,Tyler Zeller,70.2,14.1,20.2,6.3,5.3,1.7,56.3,0.5529999999999999,0.0
1246,4,Fr,Tyreke Evans,72.2,5.0,15.3,30.0,2.8,4.2,38.4,0.514,0.27399999999999997
1247,31,Fr,Tyrell Terry,78.2,1.4,14.4,20.3,0.2,2.5,33.0,0.47,0.408
1248,12,Fr,Tyrese Haliburton,83.0,2.7,8.8,17.3,2.8,2.7,15.6,0.685,0.434
1249,12,So,Tyrese Haliburton,62.8,4.6,13.7,35.3,2.0,3.8,18.4,0.5920000000000001,0.419
1250,21,Fr,Tyrese Maxey,85.4,1.4,12.1,18.3,1.3,1.5,34.2,0.49200000000000005,0.292
1251,60,Fr,Tyrone Wallace,70.3,4.9,12.3,17.5,1.7,1.7,28.4,0.415,0.22399999999999998
1252,60,So,Tyrone Wallace,77.0,3.8,11.2,16.7,1.5,2.4,34.1,0.505,0.321
1253,60,Jr,Tyrone Wallace,86.3,3.0,20.4,26.2,0.9,2.2,40.5,0.449,0.318
1254,60,Sr,Tyrone Wallace,65.5,3.5,14.3,28.5,1.3,1.8,45.0,0.488,0.298
1255,41,Fr,Tyshawn Taylor,66.0,1.5,7.3,20.6,0.9,2.4,44.3,0.561,0.364
1256,41,So,Tyshawn Taylor,57.3,2.4,8.4,24.1,0.8,3.2,43.3,0.47600000000000003,0.33899999999999997
1257,41,Jr,Tyshawn Taylor,64.1,1.4,6.5,27.4,1.1,2.1,47.1,0.505,0.38
1258,41,Sr,Tyshawn Taylor,83.3,0.7,6.9,29.7,0.5,2.4,42.0,0.522,0.382
1259,24,Fr,Tyus Jones,84.2,1.8,9.9,27.5,0.2,2.7,50.0,0.44,0.379
1260,27,So,Udoka Azubuike,54.2,12.4,20.8,5.7,7.5,1.3,39.4,0.77,0.0
1261,27,Sr,Udoka Azubuike,69.8,15.2,26.7,7.4,10.9,1.0,61.1,0.7440000000000001,0.0
1262,32,Fr,Vernon Carey Jr.,61.1,12.0,26.2,8.3,5.8,1.6,63.2,0.59,0.381
1263,52,Jr,Vernon Macklin,62.5,11.9,12.9,6.5,3.5,1.4,31.1,0.607,0.0
1264,52,Sr,Vernon Macklin,59.7,10.9,15.0,7.7,3.1,0.9,31.7,0.593,0.0
1265,2,Fr,Victor Oladipo,44.8,10.9,14.8,10.5,1.5,3.6,52.8,0.593,0.308
1266,2,So,Victor Oladipo,66.7,8.7,15.4,14.7,2.3,3.0,49.8,0.523,0.20800000000000002
1267,2,Jr,Victor Oladipo,70.4,11.7,14.0,15.2,2.8,4.6,42.8,0.644,0.441
1268,52,Fr,Vince Edwards,64.7,8.8,12.1,21.2,1.5,0.8,22.8,0.583,0.326
1269,52,So,Vince Edwards,67.9,8.1,13.5,19.5,1.1,1.2,28.8,0.474,0.40700000000000003
1270,52,Jr,Vincent Edwards,70.5,8.4,11.8,21.1,1.9,1.1,26.7,0.518,0.423
1271,52,Sr,Vincent Edwards,74.5,8.4,18.6,17.1,2.0,1.0,31.7,0.516,0.39799999999999996
1272,17,Fr,Wade Baldwin IV,71.7,2.3,14.4,31.1,0.4,3.1,46.6,0.424,0.439
1273,17,So,Wade Baldwin IV,75.3,1.5,11.6,33.7,1.0,2.3,61.4,0.43700000000000006,0.406
1274,28,So,Wayne Ellington,76.8,3.7,11.3,10.8,0.6,1.9,22.7,0.51,0.4
1275,28,Jr,Wayne Ellington,76.4,5.4,10.9,14.8,0.5,1.5,25.7,0.534,0.415
1276,7,Fr,Wendell Carter Jr.,66.6,12.8,23.1,13.0,7.6,1.7,52.7,0.586,0.413
1277,4,Jr,Wes Johnson,87.4,7.6,18.3,11.1,5.7,2.7,35.2,0.54,0.415
1278,33,Fr,Wesley Iwundu,58.4,6.3,14.2,15.4,1.7,1.5,72.7,0.467,0.41200000000000003
1279,33,So,Wesley Iwundu,60.7,5.6,12.3,17.1,3.0,1.9,50.6,0.41600000000000004,0.316
1280,33,Jr,Wesley Iwundu,79.6,4.1,12.6,24.6,0.9,2.4,53.2,0.51,0.2
1281,33,Sr,Wesley Iwundu,78.1,4.1,20.0,22.9,1.2,1.9,50.6,0.52,0.376
1282,4,So,Wesley Johnson,56.6,5.6,10.7,12.1,1.3,2.0,25.0,0.455,0.32799999999999996
1283,40,Fr,Will Barton,75.6,5.4,12.9,19.5,1.6,2.9,21.3,0.527,0.265
1284,40,So,Will Barton,87.3,7.6,18.5,17.3,2.1,2.4,39.6,0.5589999999999999,0.34600000000000003
1285,6,Fr,Willie Cauley-Stein,51.4,12.0,17.2,8.0,8.4,2.1,50.9,0.621,0.0
1286,6,So,Willie Cauley-Stein,54.5,12.6,16.3,5.7,12.3,3.0,46.6,0.596,0.0
1287,6,Jr,Willie Cauley-Stein,64.3,11.1,17.3,7.4,7.1,2.9,54.2,0.5720000000000001,0.0
1288,54,Fr,Willie Warren,78.1,2.0,5.6,19.0,0.2,2.1,40.1,0.5710000000000001,0.37200000000000005
1289,54,So,Willie Warren,53.6,2.4,9.6,28.2,0.2,1.8,52.5,0.524,0.309
1290,12,Fr,Xavier Henry,68.3,5.2,11.5,9.8,1.8,3.1,32.5,0.49200000000000005,0.418
1291,59,Fr,Xavier Thames,44.1,2.9,6.9,14.3,0.2,2.7,29.8,0.46399999999999997,0.265
1292,59,So,Xavier Thames,80.6,1.7,9.3,23.3,0.7,1.7,50.0,0.42700000000000005,0.308
1293,59,Jr,Xavier Thames,62.5,1.9,8.7,16.3,1.2,2.3,36.9,0.32299999999999995,0.34
1294,59,Sr,Xavier Thames,79.6,2.1,8.7,24.7,0.5,3.3,52.6,0.43200000000000005,0.36700000000000005
1295,35,So,Xavier Tillman,59.7,13.0,20.0,13.1,7.3,2.3,53.4,0.645,0.29600000000000004
1296,35,Jr,Xavier Tillman,80.2,9.9,23.9,18.3,6.9,2.1,41.0,0.608,0.26
1297,10,Fr,Zach Collins,43.1,12.2,23.2,4.4,9.8,1.5,71.5,0.672,0.47600000000000003
1298,13,Fr,Zach LaVine,60.7,2.4,9.5,12.6,0.8,2.1,23.6,0.494,0.375
1299,22,Fr,Zeke Nnaji,75.8,11.5,20.4,5.8,3.3,1.3,63.7,0.586,0.294
1300,16,Fr,Zhaire Smith,70.5,9.1,11.2,12.1,4.4,2.4,45.8,0.57,0.45
1301,1,Fr,Zion Williamson,64.9,12.8,18.0,15.0,5.8,3.9,46.7,0.747,0.33799999999999997
