RK	PLAYER	TEAM	CONF	MIN%	OR	DR	AST	BLK	STL	FTR	2P	3P
536	So	6-4	Deonte Billups	Fort Wayne	Horz	65.2	4.5	15.0	8.6	0.7	1.5	17.2	39-72	.542	35-91	.385
537	Sr	6-4	Dequan Morris	Arkansas Pine Bluff	SWAC	55.0	6.5	14.7	4.9	1.1	2.3	31.3	80-137	.584	3-10	.300
538	Jr	6-10	Derek Culver	West Virginia	B12	64.9	11.5	29.1	9.2	3.5	1.8	59.6	149-312	.478	0-0	.000
539	Sr	6-0	Derek St. Hilaire	New Orleans	Slnd	68.6	3.1	7.2	18.8	0.0	1.9	16.1	52-114	.456	57-140	.407
540	Fr	6-7	Dereon Seabron	North Carolina St.	ACC	40.7	7.8	16.5	8.5	1.9	2.3	32.0	45-83	.542	5-20	.250
541	Sr	6-9	Derrick Alston Jr.	Boise St.	MWC	81.5	2.2	10.6	14.0	0.9	1.4	32.4	87-171	.509	65-168	.387
542	Sr	6-0	Des Balentine	Incarnate Word	Slnd	78.4	2.5	10.0	25.0	0.7	1.6	37.0	46-102	.451	6-17	.353
543	Jr	6-1	Desi Sills	Arkansas	SEC	51.5	3.1	10.9	12.8	1.0	2.7	35.2	56-108	.519	27-85	.318
544	Jr	6-4	Desmond Cambridge Jr.	Nevada	MWC	78.6	1.4	14.5	17.2	2.3	1.9	19.8	76-157	.484	68-192	.354
545	Fr	6-4	Desmond Polk	SIU Edwardsville	OVC	45.6	2.4	6.7	8.8	0.7	1.4	34.1	12-38	.316	17-53	.321
546	So	6-1	Desmond Williams	Troy	SB	67.6	1.3	9.8	8.4	0.3	1.3	21.3	18-48	.375	33-102	.324
547	Fr	6-3	Detalian Brown	North Alabama	ASun	56.9	2.2	6.0	9.5	0.5	1.7	17.8	17-50	.340	28-85	.329
548	Fr	6-2	Deuce Turner	Bucknell	Pat	45.6	1.7	9.7	15.7	0.4	2.7	50.6	21-48	.438	6-29	.207
549	So	6-6	Devan Cambridge	Auburn	SEC	62.7	4.5	10.5	5.6	2.2	1.9	21.0	45-86	.523	41-143	.287
550	Sr	6-3	Devante Carter	Norfolk St.	MEAC	82.3	3.1	14.5	27.9	1.9	1.9	40.4	115-268	.429	10-44	.227
551	Sr	6-0	Devearl Ramsey	UC Santa Barbara	BW	78.6	2.9	8.9	18.4	0.1	3.1	29.8	32-78	.410	28-83	.337
552	Sr	6-4	Deven Palmer	North Carolina Centr	MEAC	54.9	4.3	16.2	3.3	3.1	2.2	34.9	19-45	.422	21-61	.344
553	Jr	6-4	Deven Richmond	Howard	MEAC	42.5	6.4	10.5	3.0	0.0	1.6	106.3	9-16	.563	0-0	.000
554	Fr	6-3	Devin Askew	Kentucky	SEC	72.3	1.4	8.1	18.2	1.0	1.8	43.7	34-88	.386	15-54	.278
555	Sr	6-6	Devin Gilmore	Murray St.	OVC	41.0	9.4	21.5	7.5	2.4	2.1	43.2	51-73	.699	0-1	.000
556	Sr	6-5	Devin Jensen	Merrimack	NEC	81.0	0.4	12.3	8.2	0.7	2.5	25.8	13-23	.565	32-101	.317
557	Fr	6-6	Devin Tillis	UNLV	MWC	43.5	5.6	15.0	11.4	0.0	2.1	34.0	20-31	.645	7-19	.368
558	Sr	6-3	Devontae Lane	Central Michigan	MAC	57.5	2.3	11.1	16.9	0.5	3.7	48.1	26-75	.347	11-33	.333
559	Sr	6-2	Devontae Shuler	Mississippi	SEC	78.8	2.2	8.8	22.4	0.4	2.9	21.0	97-211	.460	53-156	.340
560	Jr	6-5	Dexter Dennis	Wichita St.	Amer	72.5	4.7	11.3	5.6	2.8	1.3	32.9	26-65	.400	32-96	.333
561	Jr	6-4	Diego Willis	NJIT	AE	53.4	4.5	14.0	8.9	0.0	1.7	39.0	17-36	.472	16-64	.250
562	Fr	6-6	Dillon Jones	Weber St.	BSky	53.4	8.0	26.1	16.5	0.3	3.8	76.8	51-83	.614	3-12	.250
563	Sr	6-8	Dimitrije Spasojevic	UMBC	AE	46.1	6.7	18.9	11.1	0.3	1.6	26.0	51-100	.510	0-0	.000
564	Sr	6-9	Dimon Carrigan	FIU	CUSA	42.8	15.0	22.2	7.5	12.6	2.6	52.8	54-87	.621	0-2	.000
565	Fr	6-10	Dishon Jackson	Washington St.	P12	44.0	8.0	15.6	2.7	4.8	1.1	62.1	60-124	.484	0-0	.000
566	Fr	6-8	Dominic Parolin	Lehigh	Pat	46.4	9.8	17.0	8.8	1.9	2.0	52.9	32-67	.478	0-1	.000
567	Sr	6-3	Dominick Pickett	UC Riverside	BW	71.8	0.8	10.5	15.6	0.2	2.3	17.8	25-43	.581	33-86	.384
568	Jr	6-5	Dominick Welch	St. Bonaventure	A10	85.6	5.4	14.7	11.9	1.1	2.2	12.8	34-66	.515	51-130	.392
569	Jr	6-0	Dominik Fragala	Delaware St.	MEAC	57.5	1.5	6.8	9.7	0.0	2.2	28.7	29-59	.492	32-101	.317
570	Sr	6-5	Donald Carey	Georgetown	BE	66.8	3.4	8.5	12.2	0.0	2.1	21.3	30-61	.492	40-89	.449
571	Sr	6-7	Donnie Tillman	New Mexico St.	WAC	57.9	8.5	18.9	16.6	1.2	1.4	47.7	48-96	.500	11-34	.324
572	So	6-7	Donovan Clay	Valparaiso	MVC	83.0	4.4	14.8	14.6	3.6	1.1	27.5	80-165	.485	20-93	.215
573	So	6-5	Donovan Gregory	Appalachian St.	SB	77.4	9.8	12.4	15.6	1.4	3.7	49.5	87-173	.503	3-9	.333
574	Fr	6-1	Donovan Newby	Milwaukee	Horz	43.0	0.9	7.8	17.6	0.3	2.9	64.1	12-31	.387	13-33	.394
575	So	6-7	Donta Scott	Maryland	B10	76.3	4.5	18.3	13.8	3.3	1.4	34.2	67-122	.549	48-109	.440
576	Jr	6-8	Dontarius James	Jacksonville	ASun	69.3	3.4	13.5	9.2	2.3	1.8	32.1	68-127	.535	47-135	.348
577	Sr	6-9	Dontay Bassett	Weber St.	BSky	45.1	7.6	17.2	6.4	5.1	1.2	52.3	39-78	.500	9-33	.273
578	Jr	6-2	Donte Powers	Sam Houston St.	Slnd	69.6	2.1	8.6	20.9	1.5	3.0	26.9	40-66	.606	22-68	.324
579	Jr	6-7	Dontrell McQuarter	Rider	MAAC	58.3	6.5	14.2	10.2	1.3	1.6	25.0	64-161	.398	1-11	.091
580	So	6-7	Dorian James	North Florida	ASun	43.7	3.6	16.7	12.0	3.1	1.1	48.0	36-59	.610	4-16	.250
581	Sr	6-9	Dou Gueye	Louisiana Lafayette	SB	61.8	10.2	21.2	10.3	1.1	1.5	31.8	67-153	.438	11-39	.282
582	So	6-2	Doug Edert	Saint Peter's	MAAC	55.8	2.6	12.3	6.6	1.1	1.9	29.7	18-48	.375	34-107	.318
583	Sr	6-7	Douglas Wilson	South Dakota St.	Sum	61.7	12.3	10.4	16.4	2.4	2.3	55.7	119-235	.506	0-0	.000
584	Jr	6-5	Drake Jeffries	Wyoming	MWC	55.8	1.2	13.1	6.6	1.3	1.2	11.0	7-14	.500	52-141	.369
585	So	6-8	Dravon Mangum	Radford	BSth	64.9	6.4	12.8	5.0	0.7	0.8	38.6	42-77	.545	32-99	.323
586	Fr	6-5	Dre Davis	Louisville	ACC	71.8	6.7	5.5	7.2	1.2	1.2	37.5	39-80	.487	12-48	.250
587	So	6-5	Dre Fuller Jr.	UCF	Amer	68.2	3.6	16.3	18.1	1.3	2.2	45.9	47-96	.490	8-37	.216
588	Sr	6-0	Dre Marin	Southern Utah	BSky	77.4	1.8	13.0	15.0	0.0	1.8	34.9	29-59	.492	39-93	.419
589	So	6-1	Drew Lutz	Incarnate Word	Slnd	58.4	1.9	7.6	27.4	0.0	2.1	41.1	21-41	.512	22-66	.333
590	Jr	6-8	Drew Peterson	USC	P12	70.6	3.6	15.6	16.8	1.1	1.3	32.3	79-178	.444	35-91	.385
591	So	6-10	Drew Timme	Gonzaga	WCC	70.1	10.4	18.5	14.4	2.5	1.3	50.8	231-340	.679	6-22	.273
592	Sr	6-0	Dru Kuxhausen	McNeese St.	Slnd	74.6	0.7	6.3	5.9	0.0	1.7	23.2	12-27	.444	48-124	.387
593	Sr	6-3	Dru Smith	Missouri	SEC	84.4	1.4	9.9	22.6	1.0	3.5	31.2	78-164	.476	47-118	.398
594	Jr	6-3	Duane Washington Jr.	Ohio St.	B10	79.4	0.6	11.1	18.8	0.1	0.8	21.8	82-179	.458	89-238	.374
595	Fr	6-2	Duke Miles	Troy	SB	58.3	2.0	11.0	33.2	0.8	4.1	50.6	63-114	.553	8-42	.190
596	Jr	6-10	Dusan Mahorcic	Illinois St.	MVC	55.0	12.7	21.3	9.3	1.5	2.0	53.7	87-148	.588	1-1	1.000
597	Sr	6-4	Dwayne Rose Jr.	Detroit	Horz	42.1	4.9	11.3	8.6	0.9	1.3	34.5	35-65	.538	7-19	.368
598	Jr	6-0	Dwight Murray Jr.	Rider	MAAC	92.5	1.6	17.7	24.3	0.0	1.5	27.4	96-201	.478	35-84	.417
599	Sr	6-8	Dwight Wilson III	Ohio	MAC	65.5	11.0	20.0	4.8	1.6	1.1	31.5	142-214	.664	0-2	.000
600	Fr	6-1	Dwon Odom	Xavier	BE	49.6	1.4	10.9	23.4	2.5	1.8	25.9	51-95	.537	2-13	.154
601	Fr	6-4	Dylan Addae-Wusu	St. John's	BE	51.1	5.3	9.0	19.2	0.6	1.9	32.2	49-87	.563	16-59	.271
602	Sr	6-11	Dylan Carl	Fort Wayne	Horz	42.3	7.7	13.5	17.1	3.9	1.7	51.3	55-77	.714	1-1	1.000
603	So	6-9	Dylan Disu	Vanderbilt	SEC	53.9	8.5	26.1	10.0	4.4	2.0	39.8	65-116	.560	24-65	.369
604	Jr	6-4	Dylan O'Hearn	NJIT	AE	61.3	1.9	11.4	11.2	0.5	1.2	20.1	38-82	.463	27-82	.329
605	Sr	6-10	Dylan Painter	Delaware	CAA	76.1	13.7	30.4	14.2	3.7	0.7	64.6	67-129	.519	0-1	.000
606	Jr	6-3	Dylan Penn	Bellarmine	ASun	82.8	5.7	10.5	22.3	1.3	1.6	15.3	112-208	.538	7-28	.250
607	Sr	6-8	Dylan van Eyck	Iona	MAAC	62.5	8.2	20.5	17.9	2.9	1.3	34.3	30-55	.545	14-47	.298
608	Jr	6-9	Dzmitry Ryuny	San Francisco	WCC	67.4	4.1	21.1	5.6	3.2	1.7	14.4	26-44	.591	55-150	.367
609	So	6-7	E.J. Liddell	Ohio St.	B10	68.0	7.2	18.4	13.0	4.1	1.3	50.8	131-253	.518	27-80	.338
610	Sr	6-3	E.J. Stephens	Lafayette	Pat	78.4	0.7	15.8	16.1	0.2	2.7	41.0	63-123	.512	18-55	.327
611	So	6-10	EJ Williams	Alabama A&M	SWAC	48.4	8.0	17.6	7.4	5.9	0.2	50.0	19-51	.373	0-1	.000
612	So	6-4	Ebby Asamoah	Delaware	CAA	60.5	2.9	10.8	6.4	2.5	1.9	34.2	15-25	.600	21-51	.412
613	So	6-6	Ebrima Dibba	Coastal Carolina	SB	84.7	2.6	14.2	27.7	0.5	2.1	36.7	49-106	.462	8-33	.242
614	Jr	6-6	Eddie Davis	Portland	WCC	78.2	2.2	14.8	11.3	0.4	1.6	27.6	58-141	.411	20-44	.455
615	Jr	6-7	Eddy Kayouloud	Central Arkansas	Slnd	71.0	4.5	15.1	16.0	0.6	1.6	29.0	71-128	.555	21-58	.362
616	Fr	6-10	Efe Abogidi	Washington St.	P12	59.4	10.5	22.9	3.4	5.8	1.8	43.8	68-114	.596	15-55	.273
617	Sr	6-8	Eli Abaev	Florida Gulf Coast	ASun	65.6	8.9	20.2	8.9	3.3	0.8	38.2	37-88	.420	5-14	.357
618	Sr	6-1	Eli Brooks	Michigan	B10	74.7	1.9	9.3	17.3	0.7	2.0	21.1	51-113	.451	38-96	.396
619	Jr	6-3	Eli Parquet	Colorado	P12	67.7	2.2	6.7	7.8	3.0	1.9	18.5	36-69	.522	23-55	.418
620	Sr	6-6	Eli Scott	Loyola Marymount	WCC	88.6	9.2	20.3	24.6	1.5	1.0	53.7	132-250	.528	8-33	.242
621	Jr	6-9	Eliel Nsoseme	Georgia St.	SB	62.3	16.4	23.0	5.6	5.3	0.8	59.4	79-128	.617	0-0	.000
622	Fr	6-2	Elijah Allen	Wagner	NEC	50.9	3.9	5.5	3.4	0.3	1.2	19.0	13-40	.325	24-81	.296
623	Jr	6-5	Elijah Buchanan	Manhattan	MAAC	75.3	7.0	15.0	17.6	4.8	3.1	25.8	64-168	.381	16-57	.281
624	Sr	6-8	Elijah Childs	Bradley	MVC	60.3	7.4	23.5	8.2	5.1	1.8	19.2	108-225	.480	11-30	.367
625	Sr	6-4	Elijah Cuffee	Liberty	ASun	74.1	2.2	12.2	10.5	1.6	1.3	18.3	37-64	.578	46-111	.414
626	Sr	6-5	Elijah Ford	Wagner	NEC	73.6	9.6	18.4	10.6	2.8	3.6	36.7	126-210	.600	2-8	.250
627	Jr	5-11	Elijah Gonzales	Louisiana Monroe	SB	70.6	1.1	7.2	26.6	0.0	4.2	33.1	31-82	.378	27-60	.450
628	Jr	6-3	Elijah Harkless	Oklahoma	B12	60.2	3.6	17.8	14.5	1.0	3.9	32.3	51-108	.472	17-53	.321
629	Sr	6-3	Elijah Joiner	Tulsa	Amer	78.0	0.9	14.5	27.5	0.6	1.9	53.6	49-91	.538	25-75	.333
630	Jr	6-4	Elijah McCadden	Georgia Southern	SB	69.3	5.0	15.1	14.4	0.8	2.1	36.3	50-94	.532	23-66	.348
631	Sr	6-5	Elijah Olaniyi	Miami FL	ACC	63.1	4.3	13.8	5.8	1.5	1.6	28.9	59-110	.536	21-80	.263
632	So	6-4	Elijah Pepper	UC Davis	BW	82.3	4.2	15.3	7.1	0.6	3.7	19.3	54-125	.432	36-82	.439
633	Sr	6-5	Elijah Thomas	Cal Baptist	WAC	66.1	8.8	15.6	13.9	0.0	2.3	47.7	59-103	.573	9-25	.360
634	Sr	6-0	Ellis Jefferson	Lamar	Slnd	63.5	3.1	9.2	26.5	0.0	3.1	33.3	52-116	.448	7-37	.189
635	Sr	6-7	Elyjah Goss	IUPUI	Horz	83.3	10.9	30.4	5.0	2.5	0.9	50.3	75-149	.503	0-2	.000
636	Sr	6-7	Elyjah Williams	Fairleigh Dickinson	NEC	72.0	6.0	20.0	18.8	5.0	2.1	24.3	98-164	.598	21-50	.420
637	So	6-5	Eman Sertovic	Tennessee Martin	OVC	46.2	0.3	9.0	13.2	0.0	1.2	9.3	17-36	.472	21-71	.296
638	Jr	6-7	Emanuel Littles	North Alabama	ASun	71.0	9.9	24.9	8.7	2.0	1.7	34.6	69-136	.507	0-0	.000
639	So	6-7	Emanuel Miller	Texas A&M	SEC	73.8	11.7	20.6	12.2	0.5	1.6	53.1	100-169	.592	0-6	.000
640	Jr	6-6	Emeka Udenyi	Seattle	WAC	75.0	10.2	19.8	11.9	1.0	0.9	26.4	65-106	.613	0-0	.000
641	So	6-2	Emmanuel Adedoyin	North Florida	ASun	74.9	2.1	6.7	25.1	0.6	1.3	31.5	21-57	.368	31-70	.443
642	Jr	6-8	Emmanuel Akot	Boise St.	MWC	51.8	1.9	14.6	20.5	2.1	1.9	23.8	43-100	.430	29-85	.341
643	Fr	6-4	Emmanuel Ansong	Green Bay	Horz	48.8	11.1	12.8	8.4	3.0	2.1	32.6	79-127	.622	3-14	.214
644	Jr	6-4	Emmanuel Bandoumel	SMU	Amer	71.8	2.9	8.4	8.5	1.2	0.9	32.8	28-60	.467	28-77	.364
645	So	6-8	Emmanuel Izunabor	High Point	BSth	40.1	10.9	16.3	3.1	5.9	1.5	65.0	32-79	.405	1-1	1.000
646	Jr	6-7	Emmitt Matthews Jr.	West Virginia	B12	63.9	6.7	10.4	7.5	1.8	1.3	32.5	65-147	.442	15-50	.300
647	Fr	6-6	Emon Washington	Illinois St.	MVC	47.8	4.7	16.6	8.1	1.0	1.2	31.6	24-46	.522	9-33	.273
648	Fr	6-0	Emorie Knox	Charleston Southern	BSth	68.8	3.6	5.8	19.4	0.0	2.6	10.6	25-72	.347	24-60	.400
649	So	6-7	Enrique Freeman	Akron	MAC	55.2	12.8	29.2	2.5	8.6	1.2	43.7	63-86	.733	0-1	.000
650	Jr	6-7	Eral Penn	LIU Brooklyn	NEC	77.6	12.4	23.4	8.2	5.3	3.3	61.6	93-154	.604	10-31	.323
651	Jr	6-5	Eric Ayala	Maryland	B10	81.2	2.0	12.7	14.1	0.5	2.1	39.0	82-149	.550	57-169	.337
652	Jr	6-2	Eric Boone	Georgia Southern	SB	63.1	2.5	13.0	22.5	0.4	4.6	34.5	43-109	.394	32-91	.352
653	Jr	6-4	Eric Hunter Jr.	Purdue	B10	65.0	2.1	6.3	17.1	0.9	2.1	24.2	50-113	.442	22-81	.272
654	Sr	6-5	Eric Lovett	FIU	CUSA	47.4	1.6	9.0	6.8	1.0	2.0	13.1	17-42	.405	43-126	.341
655	So	6-3	Eric Moenkhaus	Denver	Sum	40.4	0.7	9.0	8.7	1.1	1.2	16.9	17-31	.548	20-46	.435
656	Jr	6-6	Eric Parrish	UTSA	CUSA	51.5	6.5	14.6	14.9	2.5	2.5	28.3	48-84	.571	3-22	.136
657	Jr	6-2	Eric Reed Jr.	Southeast Missouri S	OVC	71.9	3.7	6.9	10.1	0.3	1.2	17.4	45-91	.495	61-133	.459
658	Jr	6-6	Eric Williams Jr.	Oregon	P12	66.0	7.3	16.4	9.0	1.9	1.1	30.4	50-117	.427	31-90	.344
659	So	6-3	Erik Czumbel	UTSA	CUSA	54.5	0.9	8.6	10.3	0.2	1.2	39.1	7-20	.350	14-44	.318
660	Jr	6-3	Erik Stevenson	Washington	P12	66.3	2.3	13.2	16.3	1.0	2.4	15.6	50-120	.417	37-124	.298
661	Sr	6-3	Eron Gordon	Valparaiso	MVC	72.6	1.4	19.6	10.3	1.6	1.4	43.4	29-61	.475	27-82	.329
662	Fr	6-9	Essam Mostafa	Coastal Carolina	SB	63.1	14.3	19.8	7.5	4.1	1.1	58.3	91-173	.526	1-2	.500
663	So	6-2	Ethan Brittain-Watts	Boston University	Pat	54.3	0.6	3.9	9.9	0.5	1.4	31.8	3-26	.115	19-40	.475
664	Sr	6-9	Ethan Chargois	SMU	Amer	60.3	6.2	18.3	19.2	2.0	2.1	32.1	32-77	.416	19-60	.317
665	Sr	6-7	Ethan Claycomb	Bellarmine	ASun	78.9	2.6	11.3	14.8	2.8	2.1	30.7	40-66	.606	32-87	.368
666	Sr	6-7	Ethan Esposito	Sacramento St.	BSky	83.7	6.0	22.9	13.3	0.6	1.5	55.0	105-205	.512	9-37	.243
667	Jr	6-3	Ethan Igbanugo	North Dakota	Sum	66.9	0.7	7.7	14.0	0.7	1.2	32.6	28-64	.438	40-108	.370
668	Sr	6-5	Ethan Thompson	Oregon St.	P12	84.6	2.6	11.0	25.8	1.2	2.1	46.7	110-250	.440	44-140	.314
669	Sr	6-6	Eugene Omoruyi	Oregon	P12	76.4	8.8	12.7	15.0	2.2	2.9	32.5	133-258	.516	41-108	.380
670	Jr	6-8	Evan Battey	Colorado	P12	64.1	9.3	15.5	7.3	1.2	1.0	58.1	106-200	.530	2-17	.118
671	Sr	6-6	Evan Clayborne	UNC Asheville	BSth	55.3	8.6	21.2	6.3	7.3	0.9	45.4	66-108	.611	0-0	.000
672	Sr	6-10	Evan Cole	Utah Valley	WAC	66.6	8.5	16.7	9.4	2.7	0.8	43.7	72-137	.526	11-30	.367
673	Sr	5-10	Evan Gilyard II	New Mexico St.	WAC	69.7	1.7	5.5	17.9	0.0	2.1	36.0	18-49	.367	24-76	.316
674	Fr	6-0	Evan Johnson	Georgia St.	SB	43.7	1.9	9.6	15.0	1.0	1.4	30.8	21-43	.488	22-61	.361
675	Sr	6-8	Evan Kuhlman	Evansville	MVC	71.2	1.6	16.6	15.0	2.7	1.0	9.4	42-79	.532	45-112	.402
676	Fr	7-0	Evan Mobley	USC	P12	83.6	9.7	18.8	14.1	8.7	1.4	56.6	185-301	.615	12-40	.300
677	So	6-6	Evan Taylor	Lehigh	Pat	66.9	6.0	25.7	11.4	1.6	1.4	30.2	39-87	.448	11-29	.379
678	Sr	6-7	Everett Winchester	Florida Atlantic	CUSA	56.2	5.6	17.5	14.2	0.8	1.6	52.2	32-75	.427	5-17	.294
679	Jr	6-3	Everette Hammond	USC Upstate	BSth	76.6	2.3	10.1	17.0	0.5	2.0	35.6	60-168	.357	30-102	.294
680	Sr	6-4	Exavian Christon	Louisiana Tech	CUSA	48.9	2.0	7.3	8.2	0.7	2.0	22.8	13-37	.351	20-64	.313
681	So	5-11	Ezra Manjon	UC Davis	BW	83.5	2.1	7.6	22.9	0.6	1.5	36.0	87-186	.468	7-36	.194
682	Fr	5-10	Fah'Mir Ali	Radford	BSth	69.8	3.2	8.1	25.9	0.0	3.3	31.1	66-161	.410	24-77	.312
683	Jr	6-11	Fardaws Aimaq	Utah Valley	WAC	75.8	16.1	37.6	10.0	5.8	0.5	58.3	96-203	.473	1-1	1.000
684	Sr	5-11	Fatts Russell	Rhode Island	A10	74.9	1.3	13.4	27.0	0.4	3.3	57.0	70-177	.395	24-102	.235
685	Jr	6-9	Felipe Haase	Mercer	SC	73.8	5.5	21.4	15.1	1.5	1.3	16.5	61-109	.560	55-139	.396
686	Fr	6-5	Femi Odukale	Pittsburgh	ACC	50.9	2.4	12.1	21.2	1.3	2.5	66.4	43-86	.500	8-24	.333
687	Jr	6-8	Feron Hunt	SMU	Amer	66.3	8.5	22.4	4.3	3.5	2.1	36.0	65-100	.650	5-25	.200
688	Jr	6-9	Filip Rebraca	North Dakota	Sum	78.4	6.7	22.2	9.9	2.1	1.1	35.5	159-303	.525	15-41	.366
689	Jr	6-4	Finn Sullivan	San Diego	WCC	67.6	1.9	7.7	18.6	1.6	2.2	17.2	17-41	.415	17-46	.370
690	So	6-3	Fletcher Abee	The Citadel	SC	78.7	1.6	8.4	10.2	1.0	1.1	26.3	29-57	.509	47-129	.364
691	Fr	6-5	Floyd Rideau Jr.	South Carolina St.	MEAC	50.7	3.8	11.3	10.9	2.7	1.7	23.7	24-60	.400	23-54	.426
692	Jr	6-3	Flynn Cameron	UC Riverside	BW	68.0	5.1	17.1	13.8	1.1	1.9	19.4	35-67	.522	34-93	.366
693	So	6-7	Fousseyni Drame	Saint Peter's	MAAC	62.8	9.3	21.4	3.6	1.3	2.4	40.6	65-128	.508	8-32	.250
694	Jr	6-7	Francis Lacis	Oral Roberts	Sum	53.8	6.3	11.8	10.8	3.8	2.0	21.8	17-30	.567	19-71	.268
695	Jr	6-2	Franck Kamgain	UMKC	Sum	81.3	0.6	7.2	15.4	0.2	2.0	42.5	16-61	.262	21-66	.318
696	So	6-6	Frank Staine	Dixie St.	WAC	67.5	5.5	10.6	17.3	0.8	2.1	40.4	39-85	.459	18-61	.295
697	Jr	6-4	Frankie Hughes	San Diego	WCC	48.8	0.4	11.9	10.8	0.0	2.0	19.6	10-38	.263	14-64	.219
698	So	6-7	Frankie Policelli	Stony Brook	AE	62.0	3.7	14.4	8.8	1.1	1.5	33.3	33-66	.500	34-108	.315
699	So	6-9	Franz Wagner	Michigan	B10	78.8	2.9	19.6	17.4	3.2	2.3	30.4	89-158	.563	35-102	.343
700	Jr	6-3	Fred Thatch Jr.	Saint Louis	A10	40.4	12.2	13.4	10.0	1.1	2.9	39.1	32-71	.451	5-16	.313
701	Fr	6-6	Freddy Hicks	Tarleton St.	WAC	64.5	7.2	21.1	5.6	2.8	1.7	69.7	26-74	.351	8-25	.320
702	Jr	6-7	Gabe Brown	Michigan St.	B10	46.0	4.4	10.3	5.1	2.6	1.1	12.3	31-57	.544	34-81	.420
703	Sr	6-4	Gabe Hadley	UC San Diego	BW	78.4	0.6	13.4	13.8	0.2	2.0	15.3	26-42	.619	32-82	.390
704	Jr	6-4	Gabe Kalscheur	Minnesota	B10	54.8	3.8	6.4	11.3	0.5	1.4	30.5	32-77	.416	27-110	.245
705	So	6-7	Gabe McGlothan	Grand Canyon	WAC	42.3	13.4	23.4	5.5	1.7	0.5	47.1	44-71	.620	5-14	.357
706	Sr	6-7	Gabe Osabuohien	West Virginia	B12	43.6	10.9	17.1	19.3	2.6	4.6	119.5	13-38	.342	1-3	.333
707	So	6-4	Gabe Quinnett	Idaho	BSky	74.7	0.4	5.2	12.0	0.0	0.8	10.5	38-90	.422	36-82	.439
708	Jr	6-2	Gabe Watson	Tulane	Amer	62.1	1.0	8.0	16.2	1.1	1.0	13.4	45-104	.433	22-83	.265
709	Sr	6-8	Gaige Prim	Missouri St.	MVC	75.1	14.0	21.9	22.1	4.5	2.3	39.3	148-250	.592	0-2	.000
710	Sr	6-6	Galen Alexander	Texas Southern	SWAC	59.6	4.0	15.6	6.8	2.0	2.1	40.9	55-107	.514	25-74	.338
711	Sr	6-5	Garrett Covington	Youngstown St.	Horz	77.0	7.5	9.4	9.1	0.0	2.3	33.2	83-136	.610	29-81	.358
712	So	6-0	Garrett Hicks	Alabama A&M	SWAC	84.4	2.5	9.0	12.9	0.4	2.2	24.9	44-92	.478	25-81	.309
713	Jr	6-3	Garrett Sturtz	Drake	MVC	67.9	7.9	17.4	7.8	1.2	2.8	42.6	84-152	.553	6-17	.353
714	Sr	6-6	Garrick Green	Coastal Carolina	SB	59.2	10.3	13.5	6.3	2.3	1.4	19.8	32-54	.593	35-108	.324
715	Sr	6-10	Garrison Brooks	North Carolina	ACC	67.6	8.6	17.9	9.1	3.2	1.4	38.5	108-231	.468	4-8	.500
716	Sr	6-7	Gavin Kensmil	Stephen F. Austin	Slnd	72.2	13.7	18.8	8.3	0.9	2.9	70.2	106-166	.639	0-2	.000
717	Jr	6-4	Gedi Juozapaitis	Georgia Southern	SB	46.9	2.4	8.5	14.0	0.8	1.0	14.9	18-41	.439	29-80	.362
718	Sr	6-4	Geo Baker	Rutgers	B10	69.3	1.2	9.8	19.1	1.5	2.3	13.2	63-121	.521	37-122	.303
719	Sr	6-5	George Papas	Monmouth	MAAC	68.5	1.7	10.8	12.9	1.2	2.0	36.0	29-52	.558	47-120	.392
720	So	6-6	George Tinsley	Binghamton	AE	79.9	7.4	15.9	14.5	1.3	1.3	19.3	46-93	.495	15-57	.263
721	Jr	6-6	Gerrale Gates	Holy Cross	Pat	71.3	10.1	17.1	12.2	2.2	1.6	37.4	89-187	.476	0-0	.000
722	So	6-3	Gianni Hunt	Oregon St.	P12	48.6	1.3	8.3	26.6	0.0	2.4	16.7	31-86	.360	26-70	.371
723	So	6-5	Gibson Jimerson	Saint Louis	A10	53.8	1.5	6.1	7.8	0.3	0.9	9.0	21-40	.525	37-94	.394
724	So	6-1	Giovanni Santiago	Kent St.	MAC	84.7	0.9	8.8	21.1	0.3	2.0	15.4	17-51	.333	49-111	.441
725	Fr	6-2	Glen McClintock	Air Force	MWC	59.6	2.6	12.4	13.0	0.0	1.9	31.0	18-39	.462	17-48	.354
726	Fr	6-7	Godsgift Ezedinma	Incarnate Word	Slnd	46.1	8.0	14.9	7.3	1.2	0.8	32.9	27-63	.429	6-16	.375
727	So	6-10	Golden Dike	Loyola MD	Pat	61.3	11.5	16.8	16.0	1.3	0.7	67.4	51-95	.537	0-0	.000
728	Sr	6-11	Gorjok Gak	Cal Baptist	WAC	68.8	10.5	33.1	13.9	6.4	1.0	48.6	103-173	.595	0-4	.000
729	Sr	6-8	Grant Anticevich	California	P12	64.1	3.1	16.9	13.4	1.5	0.9	13.8	53-123	.431	30-80	.375
730	So	6-9	Grant Basile	Wright St.	Horz	67.4	9.3	17.8	12.0	5.6	1.1	45.5	117-180	.650	20-42	.476
731	Fr	6-7	Grant Coleman	Milwaukee	Horz	40.3	3.0	14.6	4.4	2.2	0.9	36.3	13-30	.433	18-50	.360
